artist_searched,artist,track_name,album,release_date,popularity,duration_ms,explicit,track_id
alexandre desplat,Alexandre Desplat,Statues,"Harry Potter and the Deathly Hallows, Pt. 2 (Original Motion Picture Soundtrack)",2011-07-12,,144200,False,775OxWq9wfVzmVDS0n3zff
alexandre desplat,Alexandre Desplat,"My Kingdom, My Rules",The King's Speech OST,2010-01-01,,174160,False,06eMG3fmb8ZSVcpUxU3XDy
alexandre desplat,Alexandre Desplat,The Imitation Game,The Imitation Game (Original Motion Picture Soundtrack),2014-11-07,,157026,False,0o9ivTBX7mjTnaUYF4Gk6t
alexandre desplat,Alexandre Desplat,Suite Royale: The King’s Speech,Calm Classical for Studying,2026-05-08,,231120,False,3DYd7VSGqzaKD54OZsr1Xa
joep beving,Joep Beving,Beving: Ala,Trilogy,2021-08-06,,120853,False,1ZC21hJb2GASRkaoZvUcCS
joep beving,Joep Beving,Beving: An Amalgamation Waltz 1839,Calm Classical for Studying,2026-05-08,,238312,False,46f6Qi339EE51kn9bjwTiG
joep beving,Joep Beving,Joep Beving: Etude,Calm Classical for Studying,2026-05-08,,243533,False,1dJI2BRlxaPtthJxkkevh8
joep beving,Joep Beving,Beving: The Gift,Calm Classical for Studying,2026-05-08,,229422,False,1MGegYLcDEGfLjN8ahapR0
joep beving,Joep Beving,Joep Beving: Sonderling,Calm Classical for Studying,2026-05-08,,329842,False,2KNWH3b64omONpy3Rqe2Vz
jóhann jóhannsson,Jóhann Jóhannsson,Jóhannsson: A Model of the Universe,Calm Classical for Studying,2026-05-08,,170383,False,3ydz2g9fa3IShDBjpIKULe
jóhann jóhannsson,Jóhann Jóhannsson,Flight from the City,Orphée,2016-09-16,,391160,False,3Sy6wgTNEp6vSgLs4EyXAf
jóhann jóhannsson,Jóhann Jóhannsson,A Model of the Universe,The Theory of Everything (Original Motion Picture Soundtrack),2014-11-04,,172444,False,5ay0cvjtVAbMLOe8gTadFh
jóhann jóhannsson,Jóhann Jóhannsson,A Sparrow Alighted upon our Shoulder,Orphée,2016-09-16,,147093,False,1G2mAZQL8xfy9wRqC6fY6K
jóhann jóhannsson,Jóhann Jóhannsson,Epilogue,The Theory of Everything (Original Motion Picture Soundtrack),2014-11-04,,108968,False,47DeTufpEGrePu6TaVEuoN
yann tiersen,Yann Tiersen,"Comptine d'un autre été, l'après-midi",Le Fabuleux destin d'Amélie Poulain (Bande originale du film),2001-04-23,,140733,False,14rZjW3RioG7WesZhYESso
yann tiersen,Yann Tiersen,I've Never Been There,Cascade Street,1996,,95093,False,3KL6Am8AvHM6uesOQelK55
yann tiersen,Yann Tiersen,La Valse d'Amélie - Version piano,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),2001-04-23,,158666,False,6bpmBNPfQ2KFAW0ik6F9Vq
yann tiersen,Yann Tiersen,La valse d'Amélie,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),2001-04-23,,135906,False,7MIN37CiVP1lVjqKNmLMWk
yann tiersen,Yann Tiersen,Le moulin,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),2001-04-23,,267733,False,29K9v9Y3wptKBvoR9wVTBR
yann tiersen,Yann Tiersen,L'autre valse d'Amélie,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),2001-04-23,,93400,False,3f0PZlTzwkqS1CJXvEKrHc
yann tiersen,Yann Tiersen,Les jours tristes - Instrumental,Le Fabuleux destin d'Amélie Poulain (Bande originale du film),2001-04-23,,183466,False,2pLF0DnGaVTrn3ftVxECIk
goldmund,Goldmund,Sometimes,Sometimes,2015-11-13,,169127,False,3CDCBn481xrZGB2isCWkp9
goldmund,Goldmund,Threnody,The Malady Of Elegance,2008-09-05,,281054,False,3ozJwptIuRaAVw1YSLQGD8
goldmund,Goldmund,Respite,The Time It Takes,2020-10-16,,181106,False,2Z3aDyQnxozf2mVjahDigG
goldmund,Goldmund,Flower Duet - Goldmund Rework,Flower Duet (Goldmund Rework),2022-07-22,,167432,False,3x5EerSpxWhkSvLKQ87U2S
goldmund,Goldmund,Clear Light,Garland Of White Flowers,2026-05-15,,228076,False,5S595Y8qaIVgWU38AJD0tN
goldmund,Goldmund,Getting Lighter,Sometimes,2015-11-13,,180032,False,1P03bxr3CNwnu2n4fsUpQZ
goldmund,Goldmund,Finding It There,The Malady Of Elegance,2008-09-05,,220125,False,5bafOvIJM4jz5p4IGX5p3T
goldmund,Goldmund,A Word I Give (with Ryuichi Sakamoto),Sometimes,2015-11-13,,206894,False,1zANV84VJJnsxaHZzvh4IY
goldmund,Goldmund,Garland Of White Flowers,Garland Of White Flowers,2026-05-15,,214581,False,2nY3dnQ6EZDPDlwjyFPutj
goldmund,Goldmund,Joy Of Giving,Garland Of White Flowers,2026-05-15,,190619,False,7ja9yMuxgBzisudTK9XaQS
sade,Sade,Smooth Operator - Single Version,The Best of Sade,1994-10-31,,258693,False,1Hv1VTm8zeOeybub15mA2R
sade,Sade,Like a Tattoo,Love Deluxe,1992-10-26,,218000,False,4PEGwWH4tL6H7dGl4uVSPg
sade,Sade,Paradise,The Best of Sade,1994-10-31,,217466,False,4tReFKumS5bcFahdXDiM1b
sade,Sade,Kiss of Life,The Best of Sade,1994-10-31,,251333,False,65krtHkaYLPr0mEbjL61UP
sade,Sade,By Your Side,Lovers Rock,2000-11-13,,274933,False,7H3ojI1BsVy0dEJENqMt1k
robin s,Robin S,Show Me Love,Show Me Love,1993,,252106,False,4t0UsYzmmmZRMTWn77jiGF
robin s,Robin Schulz,Sugar (feat. Francesco Yates),Sugar,2015-09-25,,219043,False,5tf1VVWniHgryyumXyJM7w
robin s,Robin Schulz,Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,Prayer,2014-09-16,,179960,False,4zLBcDtvYNVtF9fnG6lme3
robin s,Laidback Luke,Show Me Love,Show Me Love,2009-03-24,,184846,False,5qUYWV5N28x6qZHdAcEVNm
robin s,Mr. Probz,Waves - Robin Schulz Radio Edit,Waves (Robin Schulz Radio Edit),2014-02-07,,208133,False,1HFfMOxCAT4GAwaPfCdmUs
ginuwine,Ginuwine,So Anxious,100% Ginuwine,1999-03-15,,276066,False,2zbjlcLi1VQWqDNYdhyx1l
ginuwine,Ginuwine,Pony,R&B: From Doo-Wop To Hip-Hop,1999-10-08,,251733,True,6mz1fBdKATx6qP4oP1I65G
ginuwine,Ginuwine,None Of Ur Friends Business,100% Ginuwine,1999-03-15,,365800,False,6t8JpJtI0PgVRSuMDGWZlH
ginuwine,Diddy,"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine, Mario Winans]",Bad Boy's 10th Anniversary- The Hits,2004-03-09,,285586,False,6Wt5QBzHp9vdSLAFlvdnDQ
ginuwine,Diddy,"I Need a Girl (Pt. Two) [feat. Ginuwine, Loon, Mario Winans & Tammy Ruggieri]",We Invented The Remix,2002-05-14,,285600,True,0sMIqkhsrKaIU3G1WwlY2X
montell jordan,Montell Jordan,This Is How We Do It,Best Of Montell Jordan,2015-09-25,,237546,False,6aJ90LBl96bly9zuEH1U2X
montell jordan,Montell Jordan,Get It On Tonite,Get It On...Tonite,1999-01-01,,276266,False,3ii5VBrIXJXKEVkjx1IAdP
montell jordan,Montell Jordan,This Is How We Do It,This Is How We Do It,1995-01-01,,277293,True,1poBO3pO6fkqPYG6n8J5cX
montell jordan,Montell Jordan,Get It On Tonite,Best Of Montell Jordan,2015-09-25,,277413,False,0AcLrSfAEBQcUnHOTm5pXg
montell jordan,Kelly Price,Love Sets You Free,Mirror Mirror,2000-01-01,,249306,False,2mACzgIlPBYdzAucENb7vX
little dragon,Little Dragon,Ritual Union,Ritual Union,2011-07-25,,210266,False,5uTjNzGKCQ50synrf9dWmT
little dragon,Gorillaz,Empire Ants (feat. Little Dragon),Plastic Beach,2010-03-05,,283573,False,3a6PN6BRB8PP3ms48s7kU1
little dragon,Gorillaz,Empire Ants (feat. Little Dragon),Plastic Beach (Deluxe),2010-03-03,,283573,False,2NZ87trfvU01p9Uv5m5QiY
little dragon,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),2016-06-24,,243490,True,4dASQiO1Eoo3RJvt74FtXB
little dragon,Imagine Dragons,Believer (feat. Lil Wayne),Believer (feat. Lil Wayne),2019-01-07,,219705,False,2sU9EjevkrU9OkPZudvFNN
bombay bicycle club,Bombay Bicycle Club,"Eat, Sleep, Wake (Nothing But You)",Everything Else Has Gone Wrong,2020-01-17,,219893,False,3nClCcBmn9NnrRQkQTkx1J
bombay bicycle club,Bombay Bicycle Club,"Lights Out, Words Gone",A Different Kind Of Fix,2011-01-01,,301346,False,1bKQdPJ9lid6Yg26HAx8Tf
bombay bicycle club,Bombay Bicycle Club,Always Like This,I Had The Blues But I Shook Them Loose,2009-01-01,,245640,False,73M2Vb5MfZh8iGKudkMtlw
bombay bicycle club,Bombay Bicycle Club,Shuffle,A Different Kind Of Fix,2011-01-01,,235293,False,4yYvWFUWMaKMXtoJKJnmZk
bombay bicycle club,Bombay Bicycle Club,Luna,"So Long, See You Tomorrow",2014-02-03,,190866,False,11EOvxJRG665bwRU0z6YVa
unknown mortal orchestra,Unknown Mortal Orchestra,Hunnybee,Sex & Food,2018-04-06,,268333,False,6AAYNz8jXvVlgG9IpYi42Z
unknown mortal orchestra,Unknown Mortal Orchestra,Multi-Love,Multi-Love,2015-05-26,,250800,False,1XKAeevAbxSSMuTcRT0APS
unknown mortal orchestra,Unknown Mortal Orchestra,So Good at Being in Trouble,II (10 Year Anniversary Edition),2023-03-16,,230146,False,3DXHaJzqRCgv3rd5U9EoXU
unknown mortal orchestra,Unknown Mortal Orchestra,Swim and Sleep (Like a Shark),II (10 Year Anniversary Edition),2023-03-16,,165226,False,265ehI4I7NfR8PmAXdpspn
unknown mortal orchestra,Arlo Parks,Too Good - Unknown Mortal Orchestra Remix,Too Good (Unknown Mortal Orchestra Remix),2021-07-28,,235005,False,4jMmXKJjle1GD241r9s1oj
unknown mortal orchestra,Free Nationals,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),Free Nationals,2019-12-13,,277046,True,0cciBj4236w1xByzZvn92D
washed out,Washed Out,Amor Fati,Within and Without,2011-07-06,,266093,False,4XYxBgTd33PjJeiXnwVLwL
washed out,Washed Out,It All Feels Right,Paracosm,2013-08-07,,245880,False,7c9qPLximN9mS72hii7pwG
washed out,Washed Out,Too Late,Purple Noon,2020-08-07,,252409,False,2syYxXSHwiJueleWSDGY0Z
washed out,Washed Out,Feel It All Around,Life of Leisure,2009-09-08,,192080,False,4V0x90QcMh4ZxwHzEWOdtK
washed out,Washed Out,Hard To Say Goodbye,Mister Mellow,2017-06-30,,252920,False,3IrBsMDbRUZYIMcNcA7pPq
washed out,Rhye,Softly - Washed Out Remix,Blood Remixed,2018-11-16,,190187,False,7LeKUT9PiImd6VbTuvSxq4
steely dan,Steely Dan,Only A Fool Would Say That,Can't Buy A Thrill,1972-11-01,,175273,False,7GVvj4zJNVuBJSl6StEfn5
steely dan,Steely Dan,Dirty Work,Can't Buy A Thrill,1972-11-01,,190065,False,3IvTwPCCjfZczCN2k4qPiH
steely dan,Steely Dan,Reelin' In The Years,Can't Buy A Thrill,1972-11-01,,277467,False,1x1XQqhBViz4opcpwc7FVs
steely dan,Steely Dan,Peg,Aja,1977-09-23,,237066,False,5emxp4RqsF6QoAWXW2Afrk
steely dan,Steely Dan,Do It Again,Can't Buy A Thrill,1972-11-01,,357041,False,2LXISHBkx8FyoxCBkckh19
steely dan,Steely Dan,Hey Nineteen,Gaucho,1980-11-21,,309018,False,6wP0zUocK5kGLaBYhLbzt5
steely dan,Steely Dan,Josie,Aja,1977-09-23,,273506,False,1QgLpUJsmrLG61KDVGT0Ux
steely dan,Steely Dan,Home At Last,Aja,1977-09-23,,335037,False,4rJMVlcWta53qxlr4b5zrF
steely dan,Steely Dan,Rikki Don't Lose That Number,Pretzel Logic,1974-02-20,,272946,False,0xLrMI4R2xTwRHWV3UQCAZ
steely dan,Steely Dan,Any Major Dude Will Tell You,Pretzel Logic,1974-02-20,,187345,False,1u42hFacJ1Bs8H9GX2O8z3
melody's echo chamber,Melody's Echo Chamber,I Follow You,Melody's Echo Chamber,2012-09-25,,215586,False,3EEzQDCP8jRl2pEt9eDKMO
melody's echo chamber,Melody's Echo Chamber,"Some Time Alone, Alone",Melody's Echo Chamber,2012-09-25,,226400,False,1sEkQDvj0SurW8OUbQ8W3H
melody's echo chamber,Melody's Echo Chamber,Shirim,Bon Voyage,2018,,286628,False,1c2LdNIFXH6jQvpi5qq8sQ
melody's echo chamber,Melody's Echo Chamber,Quand Vas Tu Rentrer ?,Melody's Echo Chamber,2012-09-25,,260680,False,00YnfZzpODxlE6nNwfPCbv
melody's echo chamber,Melody's Echo Chamber,Bisou Magique,Melody's Echo Chamber,2012-09-25,,249040,False,2WhHmtcR2TX0repcqFqshr
melody's echo chamber,Melody's Echo Chamber,In The Stars,Unclouded,2025-12-05,,159078,False,5v9l2AXqrBJct206Qy4Hp4
melody's echo chamber,Melody's Echo Chamber,Crystallized,Melody's Echo Chamber,2012-09-25,,241213,False,6DRVOxGhpY0sGajzDBUAoX
melody's echo chamber,Melody's Echo Chamber,You Won't Be Missing That Part of Me,Melody's Echo Chamber,2012-09-25,,256013,False,2R1N9phzXX0TRg8jSj8qPS
melody's echo chamber,Moodoïd,Only One Man (with Melody's Echo Chamber),Only One Man (with Melody's Echo Chamber),2021-04-07,,190840,False,2bBrRe20ZB7pJMQaNJ4nwk
melody's echo chamber,Crumb,Le Temple Volant,Le Temple Volant,2023-09-19,,125893,False,2uQotduUA32t7EwTEMvMyb
john frusciante,John Frusciante,The Past Recedes,Curtains,2005-02-01,,233626,False,6Dm2KfuPBa3eXOgHaT88r4
john frusciante,John Frusciante,Song To Sing When I'm Lonely,Shadows Collide With People,2004,,195213,False,2a0WwSvmFdXPTdDMilPA1y
john frusciante,John Frusciante,The Will To Death,The Will To Death,2004-06-22,,228426,False,3x3zdepy3au5Uo81WIA9MG
john frusciante,John Frusciante,Before The Beginning,The Empyrean,2009,,548533,False,2NVmpcUm2FUUQ04FlWIj2q
john frusciante,John Frusciante,Not Great Men,Not Great Men,2021-06-04,,188186,False,3sCGhEobJXdGIvfPaQUAaV
john frusciante,John Frusciante,Murderers,To Record Only Water For Ten Days (U.S. Version),2001-02-12,,160480,False,2Lt6XpDCo3xETDwWgvZJIY
john frusciante,John Frusciante,Going Inside,To Record Only Water For Ten Days (U.S. Version),2001-02-12,,215400,False,7vxlM6ouhpJy5WMEZqU7vV
john frusciante,John Frusciante,Omission,Shadows Collide With People,2004,,273146,False,67nD6Cd1IZwnj9TsDLly6o
john frusciante,John Frusciante,Ramparts,To Record Only Water For Ten Days (U.S. Version),2001-02-12,,70133,False,7HSk4yGZxfjOkHyOvZrBQZ
john frusciante,John Frusciante,Look On,Inside of Emptiness,2004-10-26,,370440,False,36ccCX80FySyM06vW2xTvW
